claim_id,paper_id,year,atomic_claim,claim_index,extractor_model,prompt_hash,run_id,created_at
clm_2089e112072d14b0,2022.aacl-main.47,2022,The pipeline achieves state-of-the-art performance on the MIMIC-CXR dataset according to standard text generation metrics.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_6657926964fe2b09,2022.aacl-main.47,2022,"The pipeline achieves state-of-the-art clinical accuracy on the MIMIC-CXR dataset as measured by recall, precision, and F1 using the CheXpert labeler.",4,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_98419d8325e72184,2022.aacl-main.47,2022,The pipeline reduces the total number of errors and critical clinical errors in generated reports as assessed by expert human evaluation.,5,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_e826d0ddb1292cc2,2022.aacl-main.79,2022,A large-scale perception survey of gender-based violence descriptions was conducted using automatically extracted Italian newspaper articles.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_40854d3642848d88,2022.aacl-main.79,2022,Regression models were trained to predict the salience of gender-based violence participants with respect to dimensions of perceived responsibility.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_53cb4054e84e1b9d,2022.aacl-main.79,2022,A fine-tuned BERT regression model predicts salient focus more accurately than salient blame and predicts perpetrators' salience more accurately than victims' salience.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_5b62343e32ef4572,2022.aacl-main.79,2022,Ridge regression models using linguistic-theory-based features achieve performance comparable to models using word-based features.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_0308adae481bacbe,2022.aacl-main.79,2022,Linguistic choices in gender-based violence news reports are shown to influence perceived responsibility and can be modeled automatically.,4,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_155e82236795cfc0,2022.aacl-short.3,2022,Two new datasets are introduced for evaluating covariate shift robustness of open-world intent classification models.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_062dbce51646eb4b,2022.aacl-short.3,2022,Each dataset includes a cov-test set containing in-scope utterances sampled from unseen distributions together with out-of-scope utterances.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_afb98b301b9a2718,2022.aacl-short.3,2022,Evaluation of several open-world intent classifiers on the new datasets shows that models that perform well on the i.i.d. test set struggle to generalize to the cov-test set.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_f8308fa8c110e93d,2022.aacl-short.3,2022,The new datasets provide a more realistic evaluation scenario for intent classification in task-oriented dialog systems.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_d7be64439472026b,2022.aacl-short.29,2022,A heterogeneous word-character text graph that combines word and character n-gram nodes with document nodes is introduced.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_721d8b73fab7524d,2022.aacl-short.29,2022,WCTextGCN is a graph-based neural model for the heterogeneous word-character text graph.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_cf5a0a336c4c28e5,2022.aacl-short.29,2022,WCTextGAT is a graph-based neural model for the heterogeneous word-character text graph.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_890a7d3f06af7e5c,2022.aacl-short.29,2022,The introduced models consistently outperform competitive baselines and state-of-the-art graph-based models on text classification benchmarks.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_2efada4ba64ef049,2022.aacl-short.29,2022,The introduced models consistently outperform competitive baselines and state-of-the-art graph-based models on automatic text summarization benchmarks.,4,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_e234112648da068c,2022.aacl-short.30,2022,A corpus of human-written English medical queries and system responses is introduced.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_f8026d19692f3357,2022.aacl-short.30,2022,The corpus includes crowdsourced and expert annotations for query seriousness and response risk types.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_2e6e5cac4fce3546,2022.aacl-short.30,2022,Aggregated crowdsourced labels agree with professional opinion more than individual crowdworkers for identifying medical queries and recognizing response risk types.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_fc507eaad0756ed2,2022.aacl-short.30,2022,"Classification experiments demonstrate that identifying medical query seriousness and response risk types can be automated, but errors may be severe.",3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_a27d47c36d88c055,2022.aacl-short.33,2022,BanglaParaphrase is a high-quality synthetic Bangla paraphrase dataset curated using a novel filtering pipeline.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_e2228720696b5015,2022.aacl-short.33,2022,The novel filtering pipeline preserves both semantics and diversity in the generated paraphrases.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_59c1c57fc1fcdda1,2022.aacl-short.33,2022,BanglaParaphrase can be used to enhance other Bangla datasets.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_7c86d0776824295c,2022.aacl-short.33,2022,"Comparative analysis demonstrates that models trained on BanglaParaphrase achieve performance comparable to existing works, establishing the viability of the synthetic paraphrase generation pipeline.",3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_da25cc06306ab8ca,2022.aacl-short.9,2022,A method combines an argumentation structure with a language model to generate natural argumentative dialogues.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_b3f2c537e751d053,2022.aacl-short.9,2022,"The language model is trained to rewrite a proposition of an argumentation structure into the next utterance using keywords, stance, and contextual information.",1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_71f3cc83f204f030,2022.aacl-short.9,2022,Manual evaluation shows that the method improves the naturalness of generated dialogues while preserving argumentation consistency.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_949890561f73f96d,2022.aacl-srw.12,2022,A tool for human evaluation of topic models has been developed.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_7dea5a25cac14d5f,2022.aacl-main.25,2022,"TweetNER7 provides a Twitter NER dataset with seven entity types annotated on 11,382 tweets spanning September 2019 to August 2021, distributed to reflect temporal trends.",0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_5dda74d7b3d8fbe6,2022.aacl-main.25,2022,Baseline language models for Twitter NER are evaluated on TweetNER7.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_169f3f12c8c51fee,2022.aacl-main.25,2022,Analysis reveals short-term degradation of NER model performance over time on Twitter data.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_cddb5b01c897a82e,2022.aacl-main.25,2022,Fine-tuning language models on temporally segmented data mitigates performance degradation across different periods.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_6bbd408643f08018,2022.aacl-main.25,2022,Self-labeling is demonstrated as an alternative approach when recent labeled Twitter data are unavailable.,4,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_8ef014056140a9c4,2022.aacl-main.25,2022,TweetNER7 dataset and fine-tuned NER models are publicly released.,5,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_f66d40baa3f21eec,2022.aacl-short.38,2022,Gender and racial biases in BERT vary depending on the demographic groups represented in the training data.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_8191accd2cb5f33c,2022.aacl-short.38,2022,Fine-tuning BERT on text authored by historically disadvantaged demographic groups is evaluated as a bias mitigation technique.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_72f3fa904068b3d7,2022.aacl-short.38,2022,Fine-tuning BERT-like language models on text authored by certain demographic groups mitigates social biases against various target groups.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_c96f8a3d7b23bcab,2022.aacl-short.49,2022,A deep reinforcement learning method controls sentence difficulty by rewarding the difference between output difficulty and target difficulty.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_d5f0d2f586630c2f,2022.aacl-short.49,2022,The method generates sentences of appropriate difficulty for a target audience.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_747d84da976eabee,2022.aacl-short.49,2022,The method outperforms existing approaches on English text simplification.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_08273eb72745c5ec,2022.aacl-short.49,2022,"The method produces sentences whose grade-levels are closer to human references than previous studies, as estimated by a fine-tuned pre-trained model.",3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_40cd3b48a747e356,2022.aacl-short.35,2022,A replication study shows that local word order is crucial for natural language understanding performance across more than a hundred languages.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_67557c52f147d24f,2022.aacl-short.35,2022,The study finds that global sentence structure has relatively little impact on natural language understanding performance in many languages.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_e129b1733f4075c9,2022.aacl-short.35,2022,"The importance of local structure observed in English extends to the majority of languages examined, with some exceptions.",2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_0781da3c45ecd4b6,2022.aacl-short.50,2022,A method using vector space interpolation performs query set expansion for emerging topics.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_eb7048044d20c174,2022.aacl-short.50,2022,"The transformer model OPTIMUS, a variational autoencoder, is employed for vector space manipulation in query expansion.",1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_6b0e1d5bdd4466ec,2022.aacl-short.50,2022,Dirichlet interpolation is introduced as a query expansion technique and demonstrates promising performance.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_aed66245f7409bf8,2022.aacl-short.50,2022,"The proposed methods generate new queries about sensitive topics by incorporating set-level diversity, which is not captured by traditional sentence-level augmentation methods such as paraphrasing or back-translation.",3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_bd388aaac8c73619,2022.aacl-short.45,2022,Pre-trained Sentence-BERT embeddings are employed to group samples with the same labels in embedding space for a legal document corpus within an active learning framework.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_14e920093f713a74,2022.aacl-short.45,2022,Calculated class embeddings are not close to their respective samples and do not partition the embedding space in a meaningful way.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_90ab91135c9d366e,2022.aacl-short.45,2022,Using class embeddings as an active learning strategy yields substantially lower performance than baseline active learning methods.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_491def941d8208e3,2022.aacl-main.21,2022,An experimental comparison of six transformer-based language models and human participants is conducted on argument hierarchy construction using the Chinese structure “NP1+BA/BEI+NP2+VP”.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_12caebe6c06e06de,2022.aacl-main.21,2022,Models and humans exhibit similar responses to (non-)agentive features in telic and atelic contexts.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_89aab777c6342949,2022.aacl-main.21,2022,"Models demonstrate insufficient sensitivity to pragmatic functions that express undesirable events, unlike humans.",2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_04c6b5e2beaa34b1,2022.aacl-main.21,2022,"Models demonstrate insufficient sensitivity to individuation differences between common nouns and proper names, unlike humans.",3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_2172157dffb54a2e,2022.aacl-main.21,2022,"Models tend to interpret the subject as an agent, whereas humans align agents independently of subject position in Mandarin Chinese.",4,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_9b075caceab3e1c6,2022.aacl-main.63,2022,A Neural Pairwise Ranking Model is applied to sentence-level readability assessment of Italian administrative texts.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_7915ecfc1b4467ac,2022.aacl-main.63,2022,Admin-It is a new parallel corpus of Italian administrative sentences simplified with three different rewriting strategies.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_acd5e61e5df76e58,2022.aacl-main.63,2022,The Neural Pairwise Ranking Model is effective in zero-shot ranking of sentence pairs that include overall sentence-level simplifications.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_9d6492c564fa6a6a,2022.aacl-main.63,2022,Adding in-domain data enables the Neural Pairwise Ranking Model to achieve perfect ranking performance on sentence pairs from the same domain.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_39ec0c5737f74a44,2022.aacl-main.63,2022,Characteristics of the training data have a larger impact than the amount of data on the model's readability ranking performance.,4,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_fff4d688efeb31b8,2022.aacl-short.48,2022,An evaluation methodology based on component combinations assesses combinational generalization of pre-trained language models in biased scenarios.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_aac22ee4aaed081b,2022.aacl-short.48,2022,Pre-trained language models can overcome distribution shifts for specific tasks when trained with sufficient data.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_d9e5444ee0d873ea,2022.aacl-short.48,2022,"Overfitting increases reliance on biases in pre-trained language models, thereby reducing their combinational generalization ability.",2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_38abda743a059655,2022.aacl-main.40,2022,VLStereoSet is a vision-language probing dataset derived from StereoSet for measuring stereotypical bias in vision-language models.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_cd08a6533902a39b,2022.aacl-main.40,2022,A probing task is introduced that detects bias by evaluating a model’s tendency to select stereotypical statements as captions for anti-stereotypical images.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_3ae0b41a3bde892e,2022.aacl-main.40,2022,"Metrics are defined to quantify a vision-language model’s overall stereotypical bias, intra-modal bias, and inter-modal bias.",2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_8bf02f6024d9890e,2022.aacl-main.40,2022,"Experiments on multiple representative pre-trained vision-language models reveal the presence of stereotypical biases across all bias categories, with gender bias being slightly more evident.",3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_c9c26038af4c92e8,2022.aacl-main.40,2022,Analysis using gender bias data and two vision-language models indicates the existence of both intra-modal and inter-modal bias.,4,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_55f7b13a08c42083,2022.aacl-srw.8,2022,Detecting outliers in the training set and removing them before reweighting mitigates the impact of unlearnable examples on worst-group accuracy.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_a562534badde18c4,2022.aacl-srw.8,2022,The outlier-aware training approach achieves competitive or better accuracy than Just Train Twice (JTT) on evaluated tasks.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_df4844bb1f6551e5,2022.aacl-srw.8,2022,The outlier-aware training approach can detect and remove annotation errors in the subset reweighted by JTT.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_3f1fa73b035b6218,2022.aacl-short.58,2022,"HieraDate provides three probing tasks—extraction, reasoning, and robustness—for evaluating date understanding in multi-hop reading comprehension.",0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_b8f2e9c25da879ae,2022.aacl-short.58,2022,HieraDate is constructed by enhancing HotpotQA and 2WikiMultiHopQA with multi-hop questions that involve date comparison and numerical reasoning.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_1c1c2272665f6469,2022.aacl-short.58,2022,Existing multi-hop models lack the ability to subtract two dates even when they perform well on date comparison and number subtraction tasks.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_f3ffc4d481a895de,2022.aacl-short.58,2022,Probing questions from HieraDate improve performance on the main question-answering task.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_18378c106a4289c9,2022.aacl-short.58,2022,HieraDate can be used for data augmentation to increase the robustness of multi-hop reading comprehension models.,4,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_bc5690fbc38513f0,2022.aacl-main.51,2022,An adaptive neural language model is used to estimate the information content of constructions and their containing utterances in English open-domain spoken dialogues.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_b5e3acc5825956dd,2022.aacl-main.51,2022,Construction repetition lowers the information content of utterances in English open-domain spoken dialogues.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_20afc4279f2ce67d,2022.aacl-main.51,2022,The information-reducing effect of construction usage increases as dialogues progress.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_ade6dc2f82893543,2022.aacl-main.51,2022,The magnitude of the information-reducing effect grows with repetition frequency and density.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_aed331f07f9288e8,2022.aacl-main.51,2022,Repetitions of referential constructions produce a stronger information-reducing effect than repetitions of other constructions.,4,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_e8f8867a404ee410,2022.aacl-srw.1,2022,A method for personalized emotional intensity estimation incorporates a writer’s personality test for Japanese SNS posts.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_4a7cb633b1e4428c,2022.aacl-srw.1,2022,The method personalizes emotion analysis by using both text and the writer’s personality information.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_c3f2ea673810535c,2022.aacl-srw.1,2022,Including personality information improves the performance of emotional intensity estimation.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_ca853cca05153869,2022.aacl-srw.1,2022,A hybrid model that combines an existing personalized method with the proposed method achieves state-of-the-art performance.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_ad73362e58ac75c2,2022.aacl-tutorials.2,2022,Insightful analysis on pre-trained language models partially explains their exceptional downstream performance.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_8cdcc8af44be2738,2022.aacl-short.46,2022,MiQA is a benchmark that assesses large language models' ability to reason with conventional metaphors.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_f0924da1e007c0f3,2022.aacl-short.46,2022,MiQA combines metaphor detection and commonsense reasoning into a single inference task that requires selecting between literal and metaphorical registers.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_6c9a569a88c4c507,2022.aacl-short.46,2022,"Evaluation of state-of-the-art pre-trained models on MiQA binary-choice tasks reveals a large performance gap between small and very large models, ranging from chance to near-human level.",2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_26ee78ec3c51e6ce,2022.aacl-short.46,2022,Analysis of the largest model on MiQA in a generative setting shows that approaching human performance requires careful multiple-shot prompting.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_2ce57de5b53dc7f5,2022.aacl-short.2,2022,A dual-way neural dictionary retrieves words given definitions.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_f0060b7c3456a93c,2022.aacl-short.2,2022,A dual-way neural dictionary generates definitions for queried words.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_e82da13a982c547c,2022.aacl-short.2,2022,The model learns reverse dictionary and definition modeling tasks simultaneously in a multi-task fashion.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_53092f1349751313,2022.aacl-short.2,2022,The model handles unknown words using embeddings.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_8d4c04127d2c3509,2022.aacl-short.2,2022,The model maps words and definitions into a shared representation space via a shared layer.,4,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_60555d847129bc9b,2022.aacl-short.2,2022,The model attains strong automatic performance on prior benchmarks without additional resources.,5,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_e18e74e72924d61b,2022.aacl-short.2,2022,Human annotators prefer the model’s outputs in both reference-less and reference-based evaluations.,6,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_ae0348f23e4cbdb1,2022.aacl-short.2,2022,Analysis indicates that employing multiple objectives improves learning.,7,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_709f8133b3e878cb,2022.aacl-main.18,2022,A neural privacy-enhanced entity recognizer detects and classifies potential personal identifiers for text sanitization.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_99b900a98843143f,2022.aacl-main.18,2022,A privacy risk assessment measure based on span probabilities derived from a BERT language model is introduced.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_8659e9dc8f5ebc6d,2022.aacl-main.18,2022,A privacy risk assessment measure based on web search queries is introduced.,2,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_bec18f5300f49c04,2022.aacl-main.18,2022,A privacy risk assessment measure based on a classifier trained on labeled data is introduced.,3,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_3c6278dde0fe61ba,2022.aacl-main.18,2022,A linear optimization solver selects entities to mask to minimize semantic loss while keeping estimated privacy risk below a threshold.,4,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_50ea50602b35ba6b,2022.aacl-main.18,2022,Explicit control of the trade-off between privacy protection and data utility is enabled in text sanitization.,5,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_dd404579d1c2693e,2022.aacl-main.18,2022,"Evaluation is performed both with and without manually annotated data, demonstrating potential and identifying issues caused by specific types of personal data.",6,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_f880d49f195dcdfe,2022.aacl-srw.9,2022,An empirical analysis of topic preservation in multi-document summarization is conducted on two datasets using eight summarization models.,0,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
clm_b261173c9f7544f5,2022.aacl-srw.9,2022,Gold summaries in the Multi-News dataset exhibit higher topic distribution consistency than gold summaries in the Multi-XScience dataset.,1,Openai/Gpt-oss-120b,f9a9b434c72c,anthology_20260702T181553Z,2026-07-02T18:15:53.521465+00:00
